Date,gross_return,net_return,turnover,tcost
2010-03-24,0.0,0.0,0.0,0.0
2010-03-25,0.0,0.0,0.0,0.0
2010-03-26,0.0,0.0,0.0,0.0
2010-03-29,0.0,0.0,0.0,0.0
2010-03-30,0.0,0.0,0.0,0.0
2010-03-31,0.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0
2010-04-05,0.0,0.0,0.0,0.0
2010-04-06,0.0,0.0,0.0,0.0
2010-04-07,0.0,0.0,0.0,0.0
2010-04-08,0.0,0.0,0.0,0.0
2010-04-09,0.0,0.0,0.0,0.0
2010-04-12,0.0,0.0,0.0,0.0
2010-04-13,0.0,0.0,0.0,0.0
2010-04-14,0.0,0.0,0.0,0.0
2010-04-15,0.0,0.0,0.0,0.0
2010-04-16,0.0,0.0,0.0,0.0
2010-04-19,0.0,0.0,0.0,0.0
2010-04-20,0.0,0.0,0.0,0.0
2010-04-21,0.0,0.0,0.0,0.0
2010-04-22,0.0,0.0,0.0,0.0
2010-04-23,0.0,0.0,0.0,0.0
2010-04-26,0.0,0.0,0.0,0.0
2010-04-27,0.0,0.0,0.0,0.0
2010-04-28,0.0,0.0,0.0,0.0
2010-04-29,0.0,0.0,0.0,0.0
2010-04-30,0.0,0.0,0.0,0.0
2010-05-03,0.0,0.0,0.0,0.0
2010-05-04,0.0,0.0,0.0,0.0
2010-05-05,0.0,0.0,0.0,0.0
2010-05-06,0.0,0.0,0.0,0.0
2010-05-07,0.0,0.0,0.0,0.0
2010-05-10,0.0,0.0,0.0,0.0
2010-05-11,0.0,0.0,0.0,0.0
2010-05-12,0.0,0.0,0.0,0.0
2010-05-13,0.0,0.0,0.0,0.0
2010-05-14,0.0,0.0,0.0,0.0
2010-05-17,0.0,0.0,0.0,0.0
2010-05-18,0.0,0.0,0.0,0.0
2010-05-19,0.0,0.0,0.0,0.0
2010-05-20,0.0,0.0,0.0,0.0
2010-05-21,0.0,0.0,0.0,0.0
2010-05-24,0.0,0.0,0.0,0.0
2010-05-25,0.0,0.0,0.0,0.0
2010-05-26,0.0,0.0,0.0,0.0
2010-05-27,0.0,0.0,0.0,0.0
2010-05-28,0.0,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,0.0
2010-06-02,0.0,0.0,0.0,0.0
2010-06-03,0.0,0.0,0.0,0.0
2010-06-04,0.0,0.0,0.0,0.0
2010-06-07,0.0,0.0,0.0,0.0
2010-06-08,0.0,0.0,0.0,0.0
2010-06-09,0.0,0.0,0.0,0.0
2010-06-10,0.0,0.0,0.0,0.0
2010-06-11,0.0,0.0,0.0,0.0
2010-06-14,0.0,0.0,0.0,0.0
2010-06-15,0.0,0.0,0.0,0.0
2010-06-16,0.0,0.0,0.0,0.0
2010-06-17,0.0,0.0,0.0,0.0
2010-06-18,0.0,0.0,0.0,0.0
2010-06-21,0.0,0.0,0.0,0.0
2010-06-22,0.0,0.0,0.0,0.0
2010-06-23,0.0,0.0,0.0,0.0
2010-06-24,0.0,0.0,0.0,0.0
2010-06-25,0.0,0.0,0.0,0.0
2010-06-28,0.0,0.0,0.0,0.0
2010-06-29,0.0,0.0,0.0,0.0
2010-06-30,0.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,0.0
2010-07-02,0.0,0.0,0.0,0.0
2010-07-06,0.0,0.0,0.0,0.0
2010-07-07,0.0,0.0,0.0,0.0
2010-07-08,0.0,0.0,0.0,0.0
2010-07-09,0.0,0.0,0.0,0.0
2010-07-12,0.0,0.0,0.0,0.0
2010-07-13,0.0,0.0,0.0,0.0
2010-07-14,0.0,0.0,0.0,0.0
2010-07-15,0.0,0.0,0.0,0.0
2010-07-16,0.0,0.0,0.0,0.0
2010-07-19,0.0,0.0,0.0,0.0
2010-07-20,0.0,0.0,0.0,0.0
2010-07-21,0.0,0.0,0.0,0.0
2010-07-22,0.0,0.0,0.0,0.0
2010-07-23,0.0,0.0,0.0,0.0
2010-07-26,0.0,0.0,0.0,0.0
2010-07-27,0.0,0.0,0.0,0.0
2010-07-28,0.0,0.0,0.0,0.0
2010-07-29,0.0,0.0,0.0,0.0
2010-07-30,0.0,0.0,0.0,0.0
2010-08-02,0.014664230559073874,0.013664230559073873,1.0000000000000002,0.0010000000000000002
2010-08-03,-0.004668883051030064,-0.004668883051030064,0.0,0.0
2010-08-04,0.0070719193827736586,0.0070719193827736586,0.0,0.0
2010-08-05,-0.005440041911771238,-0.005440041911771238,0.0,0.0
2010-08-06,-0.0025424526631044045,-0.0025424526631044045,0.0,0.0
2010-08-09,0.007822641604978912,0.007822641604978912,0.0,0.0
2010-08-10,-0.009930619527473348,-0.009930619527473348,0.0,0.0
2010-08-11,-0.02835868454252222,-0.02835868454252222,0.0,0.0
2010-08-12,-0.0023049750045392413,-0.0023049750045392413,0.0,0.0
2010-08-13,-0.004025490151816347,-0.004025490151816347,0.0,0.0
2010-08-16,0.002774093845195215,0.002774093845195215,0.0,0.0
2010-08-17,0.016486117804941625,0.016486117804941625,0.0,0.0
2010-08-18,0.0046019543043481345,0.0046019543043481345,0.0,0.0
2010-08-19,-0.013815699472630434,-0.013815699472630434,0.0,0.0
2010-08-20,0.005552398792051122,0.005552398792051122,0.0,0.0
2010-08-23,-0.009097270505206074,-0.009097270505206074,0.0,0.0
2010-08-24,-0.015882187967720344,-0.015882187967720344,0.0,0.0
2010-08-25,0.0060219397180084015,0.0060219397180084015,0.0,0.0
2010-08-26,-0.0047226765949296865,-0.0047226765949296865,0.0,0.0
2010-08-27,0.017392708684827545,0.017392708684827545,0.0,0.0
2010-08-30,-0.016562668127425188,-0.016562668127425188,0.0,0.0
2010-08-31,0.0016686929561147553,0.0016686929561147553,0.0,0.0
2010-09-01,0.03119178154462473,0.030469401226395035,0.7223803182296944,0.0007223803182296944
2010-09-02,0.013970302514877662,0.013970302514877662,0.0,0.0
2010-09-03,0.01330921515534104,0.01330921515534104,0.0,0.0
2010-09-07,-0.009411001114265228,-0.009411001114265228,0.0,0.0
2010-09-08,0.007671849646927149,0.007671849646927149,0.0,0.0
2010-09-09,-0.0038084022391809817,-0.0038084022391809817,0.0,0.0
2010-09-10,0.0028232532950079126,0.0028232532950079126,0.0,0.0
2010-09-13,0.014455356915251733,0.014455356915251733,0.0,0.0
2010-09-14,0.0008223865165245901,0.0008223865165245901,0.0,0.0
2010-09-15,0.004795738547914307,0.004795738547914307,0.0,0.0
2010-09-16,-0.0023767910575007403,-0.0023767910575007403,0.0,0.0
2010-09-17,0.00409486194327125,0.00409486194327125,0.0,0.0
2010-09-20,0.01786513769789962,0.01786513769789962,0.0,0.0
2010-09-21,-0.006811764633643533,-0.006811764633643533,0.0,0.0
2010-09-22,-0.008477118659459985,-0.008477118659459985,0.0,0.0
2010-09-23,-0.011010225986506486,-0.011010225986506486,0.0,0.0
2010-09-24,0.024667078516529484,0.024667078516529484,0.0,0.0
2010-09-27,-0.004084342652687212,-0.004084342652687212,0.0,0.0
2010-09-28,0.007917182513748972,0.007917182513748972,0.0,0.0
2010-09-29,-0.002349332318640767,-0.002349332318640767,0.0,0.0
2010-09-30,-0.003993661978009459,-0.003993661978009459,0.0,0.0
2010-10-01,0.0029890627504185123,0.0020010303612650925,0.9880323891534197,0.0009880323891534196
2010-10-04,-0.0024917937403227523,-0.0024917937403227523,0.0,0.0
2010-10-05,0.01471372168912879,0.01471372168912879,0.0,0.0
2010-10-06,-0.007530114318661043,-0.007530114318661043,0.0,0.0
2010-10-07,-0.00019424652742723456,-0.00019424652742723456,0.0,0.0
2010-10-08,0.002363261303950224,0.002363261303950224,0.0,0.0
2010-10-11,-0.000595768809813041,-0.000595768809813041,0.0,0.0
2010-10-12,0.00353615239838831,0.00353615239838831,0.0,0.0
2010-10-13,0.005965070885787551,0.005965070885787551,0.0,0.0
2010-10-14,-0.0003883503932033276,-0.0003883503932033276,0.0,0.0
2010-10-15,0.002545429147637662,0.002545429147637662,0.0,0.0
2010-10-18,0.0039048066488381137,0.0039048066488381137,0.0,0.0
2010-10-19,-0.009561881576923394,-0.009561881576923394,0.0,0.0
2010-10-20,0.011629874879332635,0.011629874879332635,0.0,0.0
2010-10-21,-0.0014905297322041274,-0.0014905297322041274,0.0,0.0
2010-10-22,0.006632087545549784,0.006632087545549784,0.0,0.0
2010-10-25,0.003944201665679525,0.003944201665679525,0.0,0.0
2010-10-26,-0.0012910541254797685,-0.0012910541254797685,0.0,0.0
2010-10-27,-0.0015339967907203676,-0.0015339967907203676,0.0,0.0
2010-10-28,0.0009835795096228448,0.0009835795096228448,0.0,0.0
2010-10-29,0.002047412086937809,0.002047412086937809,0.0,0.0
2010-11-01,-0.0002971283599163831,-0.001305836008158226,1.0087076482418427,0.0010087076482418428
2010-11-02,0.008651214671339584,0.008651214671339584,0.0,0.0
2010-11-03,-0.0012749099980438388,-0.0012749099980438388,0.0,0.0
2010-11-04,0.015687224908467565,0.015687224908467565,0.0,0.0
2010-11-05,-0.0009191722354674499,-0.0009191722354674499,0.0,0.0
2010-11-08,-0.0019179221785063664,-0.0019179221785063664,0.0,0.0
2010-11-09,-0.006943769117681759,-0.006943769117681759,0.0,0.0
2010-11-10,0.0026161920644473574,0.0026161920644473574,0.0,0.0
2010-11-11,-0.00016067777213226895,-0.00016067777213226895,0.0,0.0
2010-11-12,-0.010814785905227851,-0.010814785905227851,0.0,0.0
2010-11-15,-0.0011336142900479568,-0.0011336142900479568,0.0,0.0
2010-11-16,-0.0133966976896053,-0.0133966976896053,0.0,0.0
2010-11-17,0.00411326243973593,0.00411326243973593,0.0,0.0
2010-11-18,0.013604797143940707,0.013604797143940707,0.0,0.0
2010-11-19,0.002929709011747675,0.002929709011747675,0.0,0.0
2010-11-22,0.004611028444057198,0.004611028444057198,0.0,0.0
2010-11-23,-0.008508899676599726,-0.008508899676599726,0.0,0.0
2010-11-24,0.014269005061175571,0.014269005061175571,0.0,0.0
2010-11-26,-0.00396095074826219,-0.00396095074826219,0.0,0.0
2010-11-29,-0.004032973304067669,-0.004032973304067669,0.0,0.0
2010-11-30,-0.001250254358516964,-0.001250254358516964,0.0,0.0
2010-12-01,0.019836511944099067,0.018967143394470712,0.869368549628357,0.000869368549628357
2010-12-02,0.010067470899240089,0.010067470899240089,0.0,0.0
2010-12-03,0.0026683529238305556,0.0026683529238305556,0.0,0.0
2010-12-06,-0.0008922499555639147,-0.0008922499555639147,0.0,0.0
2010-12-07,0.0014630270569060658,0.0014630270569060658,0.0,0.0
2010-12-08,0.0017676466856881956,0.0017676466856881956,0.0,0.0
2010-12-09,0.002346706003249241,0.002346706003249241,0.0,0.0
2010-12-10,0.005999272077050189,0.005999272077050189,0.0,0.0
2010-12-13,-0.0030554461991178397,-0.0030554461991178397,0.0,0.0
2010-12-14,-0.000654291576058665,-0.000654291576058665,0.0,0.0
2010-12-15,-0.005218456978321594,-0.005218456978321594,0.0,0.0
2010-12-16,0.0090650072695763,0.0090650072695763,0.0,0.0
2010-12-17,0.00173331162744362,0.00173331162744362,0.0,0.0
2010-12-20,0.0018341252718092778,0.0018341252718092778,0.0,0.0
2010-12-21,0.007239765955324251,0.007239765955324251,0.0,0.0
2010-12-22,0.001175061907853619,0.001175061907853619,0.0,0.0
2010-12-23,-0.001890919631932052,-0.001890919631932052,0.0,0.0
2010-12-27,-0.001311449221697276,-0.001311449221697276,0.0,0.0
2010-12-28,-0.0017429247835446002,-0.0017429247835446002,0.0,0.0
2010-12-29,0.0031012654733640023,0.0031012654733640023,0.0,0.0
2010-12-30,-0.0016698260744750896,-0.0016698260744750896,0.0,0.0
2010-12-31,-0.00272068910416814,-0.00272068910416814,0.0,0.0
2011-01-03,0.01622399110927386,0.015269334457277316,0.9546566519965454,0.0009546566519965454
2011-01-04,-0.006783939267176518,-0.006783939267176518,0.0,0.0
2011-01-05,0.009569984505866935,0.009569984505866935,0.0,0.0
2011-01-06,-0.0009643724102526914,-0.0009643724102526914,0.0,0.0
2011-01-07,-0.0015068220102078048,-0.0015068220102078048,0.0,0.0
2011-01-10,0.0038308167527820952,0.0038308167527820952,0.0,0.0
2011-01-11,0.003608437360277185,0.003608437360277185,0.0,0.0
2011-01-12,0.010560117270664715,0.010560117270664715,0.0,0.0
2011-01-13,0.00043291156789495504,0.00043291156789495504,0.0,0.0
2011-01-14,0.010057738764458462,0.010057738764458462,0.0,0.0
2011-01-18,0.005300599502465519,0.005300599502465519,0.0,0.0
2011-01-19,-0.018976512616265727,-0.018976512616265727,0.0,0.0
2011-01-20,-0.012158076903343105,-0.012158076903343105,0.0,0.0
2011-01-21,-0.00239418664628626,-0.00239418664628626,0.0,0.0
2011-01-24,0.008966141211422782,0.008966141211422782,0.0,0.0
2011-01-25,-0.0008459577474266901,-0.0008459577474266901,0.0,0.0
2011-01-26,0.015078875751403273,0.015078875751403273,0.0,0.0
2011-01-27,0.008835650636324275,0.008835650636324275,0.0,0.0
2011-01-28,-0.021957897731144906,-0.021957897731144906,0.0,0.0
2011-01-31,0.009670547329036834,0.009670547329036834,0.0,0.0
2011-02-01,0.020234025308910053,0.019476907265174048,0.7571180437360041,0.0007571180437360042
2011-02-02,-0.0007295058472087623,-0.0007295058472087623,0.0,0.0
2011-02-03,0.0059212478570398845,0.0059212478570398845,0.0,0.0
2011-02-04,0.010097393381052923,0.010097393381052923,0.0,0.0
2011-02-07,0.005139123929586862,0.005139123929586862,0.0,0.0
2011-02-08,0.0072196305430284454,0.0072196305430284454,0.0,0.0
2011-02-09,-0.001019823030231826,-0.001019823030231826,0.0,0.0
2011-02-10,0.007185084313601627,0.007185084313601627,0.0,0.0
2011-02-11,0.010668168511076,0.010668168511076,0.0,0.0
2011-02-14,0.0051050257017881346,0.0051050257017881346,0.0,0.0
2011-02-15,-0.008711673600887218,-0.008711673600887218,0.0,0.0
2011-02-16,0.009673017556180592,0.009673017556180592,0.0,0.0
2011-02-17,0.002369741584776008,0.002369741584776008,0.0,0.0
2011-02-18,0.00016623986680780017,0.00016623986680780017,0.0,0.0
2011-02-22,-0.032782672596480565,-0.032782672596480565,0.0,0.0
2011-02-23,-0.01609326768723464,-0.01609326768723464,0.0,0.0
2011-02-24,0.007994032921773527,0.007994032921773527,0.0,0.0
2011-02-25,0.016783218187978392,0.016783218187978392,0.0,0.0
2011-02-28,-0.0015107715745551133,-0.0015107715745551133,0.0,0.0
2011-03-01,-0.022556541723799187,-0.02341992358382843,0.8633818600292431,0.0008633818600292431
2011-03-02,0.006242150595302061,0.006242150595302061,0.0,0.0
2011-03-03,0.026674951884364535,0.026674951884364535,0.0,0.0
2011-03-04,-0.0044052873148447665,-0.0044052873148447665,0.0,0.0
2011-03-07,-0.016135908177321953,-0.016135908177321953,0.0,0.0
2011-03-08,0.008554924108616553,0.008554924108616553,0.0,0.0
2011-03-09,-0.008056199098317394,-0.008056199098317394,0.0,0.0
2011-03-10,-0.021979653988598774,-0.021979653988598774,0.0,0.0
2011-03-11,0.00936083554913382,0.00936083554913382,0.0,0.0
2011-03-14,-0.004189709984525156,-0.004189709984525156,0.0,0.0
2011-03-15,-0.01166457636827064,-0.01166457636827064,0.0,0.0
2011-03-16,-0.018873032027065712,-0.018873032027065712,0.0,0.0
2011-03-17,0.013368499319187724,0.013368499319187724,0.0,0.0
2011-03-18,0.0031097737576838906,0.0031097737576838906,0.0,0.0
2011-03-21,0.0249755823901753,0.0249755823901753,0.0,0.0
2011-03-22,-0.008439385031148028,-0.008439385031148028,0.0,0.0
2011-03-23,0.008060288994952479,0.008060288994952479,0.0,0.0
2011-03-24,0.015504163946600142,0.015504163946600142,0.0,0.0
2011-03-25,0.0066991966683055005,0.0066991966683055005,0.0,0.0
2011-03-28,-0.0015410725783677763,-0.0015410725783677763,0.0,0.0
2011-03-29,0.010787003084707166,0.010787003084707166,0.0,0.0
2011-03-30,0.007406057672726635,0.007406057672726635,0.0,0.0
2011-03-31,0.00080387188463513,0.00080387188463513,0.0,0.0
2011-04-01,0.006762065931573485,0.005903350908751071,0.8587150228224144,0.0008587150228224144
2011-04-04,0.0001968325275523023,0.0001968325275523023,0.0,0.0
2011-04-05,0.002554538867755994,0.002554538867755994,0.0,0.0
2011-04-06,-0.0023018759111820076,-0.0023018759111820076,0.0,0.0
2011-04-07,-0.0035530555965577124,-0.0035530555965577124,0.0,0.0
2011-04-08,-0.007203381436788022,-0.007203381436788022,0.0,0.0
2011-04-11,-0.007277376551185936,-0.007277376551185936,0.0,0.0
2011-04-12,-0.014122395984376231,-0.014122395984376231,0.0,0.0
2011-04-13,0.006412385534703926,0.006412385534703926,0.0,0.0
2011-04-14,-1.733016838538439e-05,-1.733016838538439e-05,0.0,0.0
2011-04-15,0.009254338807437385,0.009254338807437385,0.0,0.0
2011-04-18,-0.01686806768510991,-0.01686806768510991,0.0,0.0
2011-04-19,0.0063917751942176824,0.0063917751942176824,0.0,0.0
2011-04-20,0.02280420985534856,0.02280420985534856,0.0,0.0
2011-04-21,0.00593365054465217,0.00593365054465217,0.0,0.0
2011-04-25,-0.0025801442005051285,-0.0025801442005051285,0.0,0.0
2011-04-26,0.01223013027546073,0.01223013027546073,0.0,0.0
2011-04-27,0.006608531383216737,0.006608531383216737,0.0,0.0
2011-04-28,0.0005500110230355508,0.0005500110230355508,0.0,0.0
2011-04-29,0.0019090603962408632,0.0019090603962408632,0.0,0.0
2011-05-02,-0.005956341386436788,-0.0066798772668367375,0.7235358803999488,0.0007235358803999487
2011-05-03,-0.012173687247252178,-0.012173687247252178,0.0,0.0
2011-05-04,-0.012605357445280848,-0.012605357445280848,0.0,0.0
2011-05-05,-0.005322230723442079,-0.005322230723442079,0.0,0.0
2011-05-06,0.00553988837866782,0.00553988837866782,0.0,0.0
2011-05-09,0.009535262099595257,0.009535262099595257,0.0,0.0
2011-05-10,0.010872679706672888,0.010872679706672888,0.0,0.0
2011-05-11,-0.014683966731080168,-0.014683966731080168,0.0,0.0
2011-05-12,0.00281364937481026,0.00281364937481026,0.0,0.0
2011-05-13,-0.009142050257137676,-0.009142050257137676,0.0,0.0
2011-05-16,-0.011008662673506642,-0.011008662673506642,0.0,0.0
2011-05-17,-0.004333078542743371,-0.004333078542743371,0.0,0.0
2011-05-18,0.018658262254276883,0.018658262254276883,0.0,0.0
2011-05-19,0.002387624115935405,0.002387624115935405,0.0,0.0
2011-05-20,-0.010013211248602516,-0.010013211248602516,0.0,0.0
2011-05-23,-0.016418683276138907,-0.016418683276138907,0.0,0.0
2011-05-24,-0.0013621914870596782,-0.0013621914870596782,0.0,0.0
2011-05-25,0.010976684860645331,0.010976684860645331,0.0,0.0
2011-05-26,0.00810389480426559,0.00810389480426559,0.0,0.0
2011-05-27,0.0048079073434792495,0.0048079073434792495,0.0,0.0
2011-05-31,0.011031016193247738,0.011031016193247738,0.0,0.0
2011-06-01,-0.02453043454647871,-0.025225612236751974,0.6951776902732647,0.0006951776902732647
2011-06-02,0.0014271321093249096,0.0014271321093249096,0.0,0.0
2011-06-03,-0.012236143643442884,-0.012236143643442884,0.0,0.0
2011-06-06,-0.014758486071061451,-0.014758486071061451,0.0,0.0
2011-06-07,0.0024890841217840116,0.0024890841217840116,0.0,0.0
2011-06-08,-0.0076862657617779995,-0.0076862657617779995,0.0,0.0
2011-06-09,0.009283178551507553,0.009283178551507553,0.0,0.0
2011-06-10,-0.015845596493643043,-0.015845596493643043,0.0,0.0
2011-06-13,-0.004452391729018077,-0.004452391729018077,0.0,0.0
2011-06-14,0.0193378528441291,0.0193378528441291,0.0,0.0
2011-06-15,-0.020327855024815437,-0.020327855024815437,0.0,0.0
2011-06-16,-0.002785163401687194,-0.002785163401687194,0.0,0.0
2011-06-17,0.0009449750982098153,0.0009449750982098153,0.0,0.0
2011-06-20,0.00921318629657019,0.00921318629657019,0.0,0.0
2011-06-21,0.023056683046397655,0.023056683046397655,0.0,0.0
2011-06-22,-0.0046779282798135825,-0.0046779282798135825,0.0,0.0
2011-06-23,-0.00093055311244652,-0.00093055311244652,0.0,0.0
2011-06-24,-0.012197866080283407,-0.012197866080283407,0.0,0.0
2011-06-27,0.008759127825876211,0.008759127825876211,0.0,0.0
2011-06-28,0.018795871471921462,0.018795871471921462,0.0,0.0
2011-06-29,0.0071599793383397455,0.0071599793383397455,0.0,0.0
2011-06-30,0.009497207236195421,0.009497207236195421,0.0,0.0
2011-07-01,0.015101904815897247,0.014169558058592343,0.9323467573049036,0.0009323467573049037
2011-07-05,0.002186092647982538,0.002186092647982538,0.0,0.0
2011-07-06,0.003538677765357688,0.003538677765357688,0.0,0.0
2011-07-07,0.006506372111972083,0.006506372111972083,0.0,0.0
2011-07-08,-0.0055802463761862025,-0.0055802463761862025,0.0,0.0
2011-07-11,-0.021506966355899753,-0.021506966355899753,0.0,0.0
2011-07-12,-0.003360035528429436,-0.003360035528429436,0.0,0.0
2011-07-13,0.002478340903614785,0.002478340903614785,0.0,0.0
2011-07-14,-0.009316453354369675,-0.009316453354369675,0.0,0.0
2011-07-15,0.00478873876061856,0.00478873876061856,0.0,0.0
2011-07-18,-0.008904969291034313,-0.008904969291034313,0.0,0.0
2011-07-19,0.01676538527667153,0.01676538527667153,0.0,0.0
2011-07-20,-0.00125768203319487,-0.00125768203319487,0.0,0.0
2011-07-21,0.008609562335084501,0.008609562335084501,0.0,0.0
2011-07-22,0.00350775442857538,0.00350775442857538,0.0,0.0
2011-07-25,-0.00871621355921423,-0.00871621355921423,0.0,0.0
2011-07-26,-0.003331993725734745,-0.003331993725734745,0.0,0.0
2011-07-27,-0.02211958471585607,-0.02211958471585607,0.0,0.0
2011-07-28,-0.002533536253729185,-0.002533536253729185,0.0,0.0
2011-07-29,-0.0030431203411508665,-0.0030431203411508665,0.0,0.0
2011-08-01,-0.006234411742376708,-0.006998236657058065,0.7638249146813565,0.0007638249146813565
2011-08-02,-0.02786720418747282,-0.02786720418747282,0.0,0.0
2011-08-03,0.008521514057253552,0.008521514057253552,0.0,0.0
2011-08-04,-0.04783845016112301,-0.04783845016112301,0.0,0.0
2011-08-05,-0.0015796416336682306,-0.0015796416336682306,0.0,0.0
2011-08-08,-0.06818230698810822,-0.06818230698810822,0.0,0.0
2011-08-09,0.05640564725893543,0.05640564725893543,0.0,0.0
2011-08-10,-0.031111941796098233,-0.031111941796098233,0.0,0.0
2011-08-11,0.04641997771900367,0.04641997771900367,0.0,0.0
2011-08-12,0.011712818834354453,0.011712818834354453,0.0,0.0
2011-08-15,0.019528935893092295,0.019528935893092295,0.0,0.0
2011-08-16,-0.009156065667569118,-0.009156065667569118,0.0,0.0
2011-08-17,-0.00286666857385668,-0.00286666857385668,0.0,0.0
2011-08-18,-0.047298995963070745,-0.047298995963070745,0.0,0.0
2011-08-19,-0.01308676500438013,-0.01308676500438013,0.0,0.0
2011-08-22,0.001522175415100325,0.001522175415100325,0.0,0.0
2011-08-23,0.03847571382240843,0.03847571382240843,0.0,0.0
2011-08-24,0.012883030998371337,0.012883030998371337,0.0,0.0
2011-08-25,-0.01862750705823525,-0.01862750705823525,0.0,0.0
2011-08-26,0.021790859735336895,0.021790859735336895,0.0,0.0
2011-08-29,0.027379373784235765,0.027379373784235765,0.0,0.0
2011-08-30,0.00754817511318572,0.00754817511318572,0.0,0.0
2011-08-31,0.003914944931840532,0.003914944931840532,0.0,0.0
2011-09-01,-0.008539956882369042,-0.00951798739696394,0.9780305145948973,0.0009780305145948973
2011-09-02,-0.018842193247465805,-0.018842193247465805,0.0,0.0
2011-09-06,-0.000694653178143627,-0.000694653178143627,0.0,0.0
2011-09-07,0.02459293185967698,0.02459293185967698,0.0,0.0
2011-09-08,-0.005319282498921358,-0.005319282498921358,0.0,0.0
2011-09-09,-0.024889743664748318,-0.024889743664748318,0.0,0.0
2011-09-12,0.00725287927944245,0.00725287927944245,0.0,0.0
2011-09-13,0.011048997840684785,0.011048997840684785,0.0,0.0
2011-09-14,0.011155178160941463,0.011155178160941463,0.0,0.0
2011-09-15,0.009942117868423469,0.009942117868423469,0.0,0.0
2011-09-16,0.007098569852713834,0.007098569852713834,0.0,0.0
2011-09-19,-0.004405743632323601,-0.004405743632323601,0.0,0.0
2011-09-20,-0.0024599446914180976,-0.0024599446914180976,0.0,0.0
2011-09-21,-0.026387520337436417,-0.026387520337436417,0.0,0.0
2011-09-22,-0.02633379080585086,-0.02633379080585086,0.0,0.0
2011-09-23,0.0069794731798589115,0.0069794731798589115,0.0,0.0
2011-09-26,0.014940698263978107,0.014940698263978107,0.0,0.0
2011-09-27,0.008261477547879693,0.008261477547879693,0.0,0.0
2011-09-28,-0.01888064426431532,-0.01888064426431532,0.0,0.0
2011-09-29,0.0018591377643400984,0.0018591377643400984,0.0,0.0
2011-09-30,-0.020384328427528582,-0.020384328427528582,0.0,0.0
2011-10-03,-0.027079667200267773,-0.027886212485127217,0.806545284859445,0.000806545284859445
2011-10-04,0.015433595522933856,0.015433595522933856,0.0,0.0
2011-10-05,0.006757057926894546,0.006757057926894546,0.0,0.0
2011-10-06,0.018722262461104304,0.018722262461104304,0.0,0.0
2011-10-07,-0.004635773505891314,-0.004635773505891314,0.0,0.0
2011-10-10,0.029157157129594505,0.029157157129594505,0.0,0.0
2011-10-11,-0.0052876400066258974,-0.0052876400066258974,0.0,0.0
